name,body_part,exercise_category,base_calories_burned,description,media_url
스키 로우,어깨,상체근력운동,5.6,스키 동작을 모방하여 어깨와 팔 운동,
밴드 오버헤드 프레스,어깨,상체근력운동,5.3,밴드를 사용한 어깨 근육 강화,
인클라인 덤벨 Y 레이즈,어깨,상체근력운동,5.4,덤벨로 어깨 상부와 후면 근육 타겟팅,
어라운드 더 월드,어깨,유연성및스트레칭운동,3.8,어깨 유연성을 위한 회전 동작,
어라운드 더 월드(덤벨),어깨,상체근력운동,5.4,덤벨로 어깨 회전 동작 수행,
덤벨 오버헤드 프레스,어깨,상체근력운동,5.5,덤벨로 어깨 근육 강화,
원 암 덤벨 오버헤드 프레스,어깨,상체근력운동,5.6,한쪽 팔만 사용하는 어깨 근육 운동,
힙 허거,어깨,유연성및스트레칭운동,3.6,어깨 근육의 긴장을 풀어주는 스트레칭,
밴드 벤트 오버 레터럴 레이즈,어깨,상체근력운동,5.4,밴드를 사용한 어깨 후면 강화,
물구나무 푸쉬업,어깨,전신강화운동,6,어깨와 전신 근육 강화에 효과적,
스탠딩 레터럴 레이즈 머신,어깨,상체근력운동,5.4,머신을 사용한 어깨 근육 강화,
바이킹 프레스,어깨,상체근력운동,5.6,어깨 근육과 상체를 타겟으로 하는 운동,
해머스트렝스 숄더프레스,어깨,상체근력운동,5.7,해머 머신으로 어깨 근육 강화,
해머 스트렝스 MTS 숄더 프레스,어깨,상체근력운동,5.7,해머 머신으로 어깨 근육 강화,
해머 스트렝스 원 암 숄더 프레스,어깨,상체근력운동,5.7,해머 머신으로 한쪽 어깨 강화,
플레이트 프론트 로테이션 레이즈,어깨,상체근력운동,5.5,플레이트로 어깨 근육 강화,
케이블 업라이트 로우,어깨,상체근력운동,5.5,케이블을 사용하여 어깨 근육 강화,
스탠딩 덤벨 숄더 프레스,어깨,상체근력운동,5.6,덤벨로 어깨 근육 강화,
리버스 숄더 프레스 머신,어깨,상체근력운동,5.6,머신을 사용한 어깨 후면 강화,
원 암 덤벨 프론트 레이즈,어깨,상체근력운동,5.6,한쪽 팔만 사용하는 어깨 근육 운동,
원 암 덤벨 벤트 오버 레터럴 레이즈,어깨,상체근력운동,5.5,한쪽 팔만 사용하는 어깨 후면 운동,
플레이트 오버헤드 프레스,어깨,상체근력운동,5.6,플레이트를 사용한 어깨 근육 강화,
스파이더 크롤,어깨,코어강화운동,5.7,어깨와 코어를 동시에 강화,
숄더 탭,어깨,코어강화운동,5.4,코어와 어깨 근육을 강화,
맨몸 벤트 오버 레터럴 레이즈,어깨,상체근력운동,5.3,맨몸으로 어깨 후면 운동,
맨몸 오버헤드 프레스,어깨,상체근력운동,5.2,맨몸으로 어깨 근육 운동,
서클 암,어깨,유연성및스트레칭운동,3.6,어깨 근육의 유연성을 개선,
라잉 리어 레터럴 레이즈,어깨,상체근력운동,5.4,어깨 후면 근육을 타겟으로 하는 동작,
스탠딩 스위머,어깨,상체근력운동,5.2,수영 동작을 모방하여 어깨 근육 강화,
스탠딩 어라운드 더 월드,어깨,유연성및스트레칭운동,3.7,어깨 유연성을 위한 회전 동작,
스탠딩 오버헤드 숄더 스트레치,어깨,유연성및스트레칭운동,3.5,어깨 근육을 늘리고 긴장을 푸는 스트레칭,
백핸드 레이즈,어깨,상체근력운동,5.3,어깨 후면을 타겟으로 하는 근력 운동,
엘보우 터치 앤 프레스업,어깨,상체근력운동,5.4,팔꿈치 동작을 포함한 어깨 근육 강화,
언더핸드 서클 드로우,어깨,유연성및스트레칭운동,3.6,어깨 근육의 유연성을 향상시키는 동작,
프론트 스쿱스,어깨,유연성및스트레칭운동,3.7,어깨 전면 근육을 자극하며 유연성을 향상,
바디 쏘우 플랭크,어깨,코어강화운동,5.6,어깨와 코어를 동시에 강화,
원 암 숄더 프레스 머신,어깨,상체근력운동,5.5,머신을 사용하여 한쪽 어깨 근육 강화,
TRX 델토이드 플라이,어깨,상체근력운동,5.7,TRX를 활용한 어깨 근육 강화,
덤벨 푸쉬 저크,어깨,전신강화운동,6,전신 근력을 강화하는 덤벨 동작,
바벨 푸쉬 저크,어깨,전신강화운동,6.2,전신 근육을 활용한 바벨 동작,
케이블 익스터널 로테이션,어깨,상체근력운동,5.4,케이블을 사용하여 어깨 회전근 강화,
슈퍼 ROM 레터럴 레이즈,어깨,상체근력운동,5.5,어깨 근육의 가동 범위를 최대화하는 운동,
원 암 케이블 리버스 플라이,어깨,상체근력운동,5.4,케이블을 사용하여 한쪽 어깨 후면 근육 강화,
원 암 펙 덱 리어 델트,어깨,상체근력운동,5.3,머신으로 어깨 후면 근육 강화,
덤벨 리버스 레이즈,어깨,상체근력운동,5.2,덤벨로 어깨 후면 근육 운동,
오버헤드 플라이,어깨,상체근력운동,5.5,어깨 상부 근육 강화 운동,
케이블 Y 레이즈,어깨,상체근력운동,5.6,케이블로 어깨 근육 강화,
덤벨 익스터널 로테이션,어깨,상체근력운동,5.4,덤벨로 어깨 회전근 강화,
덤벨 W 프레스,어깨,상체근력운동,5.3,덤벨로 어깨 근육 강화 운동,
시티드 케이블 프론트 프레스,어깨,상체근력운동,5.5,케이블로 어깨 전면 근육 강화,
스미스 머신 하이 풀,어깨,상체근력운동,5.6,스미스 머신으로 어깨 상부 근육 운동,
파나타 로잉 머신 서큘러,어깨,상체근력운동,5.4,머신을 사용하여 어깨와 등을 강화,
슬레드 풀,어깨,전신강화운동,6,슬레드를 당겨 어깨와 전신 근육 강화,
밴드 숄더 익스터널 로테이션,어깨,유연성및스트레칭운동,3.6,밴드를 사용한 어깨 회전근 운동,
밴드 숄더 인터널 로테이션,어깨,유연성및스트레칭운동,3.5,밴드를 사용한 어깨 내회전 근육 강화,
리버스 그립 오버 헤드 프레스,어깨,상체근력운동,5.5,리버스 그립을 사용한 어깨 근육 운동,
버티컬 플라이 머신,어깨,상체근력운동,5.6,머신을 사용하여 어깨 전면 근육 강화,
리버스 그립 숄더 프레스,어깨,상체근력운동,5.6,리버스 그립으로 어깨 근육 운동,
루 레이즈,어깨,상체근력운동,5.3,어깨 근육의 안정성과 가동성을 향상,
덤벨 프론트 레터럴 레이즈,어깨,상체근력운동,5.5,덤벨로 어깨 전면 근육 강화,
플레이트 로드 숄더 프레스,어깨,상체근력운동,5.5,플레이트를 사용한 어깨 근육 운동,
이지바 업라이트로우,어깨,상체근력운동,5.6,이지바로 어깨 상부 근육 운동,
덤벨 큐반 프레스,어깨,상체근력운동,5.3,덤벨로 어깨 회전근과 상부 근육 강화,
시티드 벤트 오버 레터럴 레이즈,어깨,상체근력운동,5.4,어깨 후면 근육을 타겟으로 한 운동,
케틀벨 숄더 프레스,어깨,상체근력운동,5.6,케틀벨로 어깨 근육 운동,
숄더 투 숄더 프레스,어깨,상체근력운동,5.5,케틀벨로 어깨 근육을 교차 강화,
케틀벨 바텀 업 프레스,어깨,상체근력운동,5.4,케틀벨을 거꾸로 잡아 어깨 안정성 강화,
스미스머신 업라이트 로우,어깨,상체근력운동,5.6,스미스 머신으로 어깨 상부 근육 운동,
폴리퀸 레터럴 레이즈,어깨,상체근력운동,5.5,어깨 근육의 안정성을 향상시키는 동작,
바벨 트라이셉 익스텐션,삼두,상체근력운동,7.5,팔 뒤쪽의 근육을 단련하는 고중량 운동,
케이블 트라이셉 푸쉬다운,삼두,상체근력운동,6,케이블을 이용해 삼두근을 효과적으로 단련,
원 암 덤벨 킥백,삼두,상체근력운동,5.5,팔을 뒤로 뻗어 삼두근을 강화하는 운동,
덤벨 트라이셉 익스텐션,삼두,상체근력운동,6,덤벨을 이용한 삼두근 강화 운동,
원 암 덤벨 트라이셉 익스텐션,삼두,상체근력운동,5.5,팔을 독립적으로 운동시켜 균형을 잡아주는 삼두 운동,
벤치 딥스,삼두,상체근력운동,7,벤치를 이용해 삼두근과 팔 힘을 단련,
원 암 케이블 킥백,삼두,상체근력운동,5,팔 하나씩 집중적으로 삼두근을 강화,
오버헤드 케이블 트라이셉 익스텐션 Ⅰ,삼두,상체근력운동,6,케이블로 삼두근을 머리 위로 당겨 강화,
라잉 바벨 트라이셉 익스텐션,삼두,상체근력운동,7.5,누워서 바벨을 이용해 삼두근 운동,
딥스 머신,삼두,상체근력운동,6.5,기계를 이용해 삼두근 강화 및 팔 힘 증가,
클로즈 그립 벤치프레스,삼두,상체근력운동,8,좁은 그립으로 가슴과 삼두근을 함께 단련,
원 암 케이블 트라이셉 익스텐션,삼두,상체근력운동,5.5,팔 하나로 삼두근을 집중 강화,
오버헤드 케이블 트라이셉 익스텐션 Ⅱ,삼두,상체근력운동,6,머리 위로 당기며 삼두근 강화,
트라이셉 푸쉬다운 머신,삼두,상체근력운동,6.5,머신을 이용한 삼두근 푸쉬다운 운동,
라잉 덤벨 트라이셉 익스텐션,삼두,상체근력운동,6.5,덤벨을 이용한 누운 상태의 삼두근 운동,
플로어 트라이셉 딥스,삼두,상체근력운동,5.5,바닥에서 체중을 이용한 삼두 운동,
원 암 케이블 트라이셉 푸쉬다운,삼두,상체근력운동,5.5,팔 하나씩 케이블로 삼두근 운동,
케이블 로프 트라이셉 익스텐션,삼두,상체근력운동,6,로프를 이용해 삼두근 강화,
트라이셉 익스텐션 머신,삼두,상체근력운동,6.5,기계를 이용한 삼두근 익스텐션 운동,
추천 삼두 운동,삼두,상체근력운동,7,삼두근 강화에 추천되는 종합 운동,
닐링 트라이셉스 익스텐션,삼두,상체근력운동,5,무릎을 꿇고 삼두근을 강화,
오버헤드 트라이셉스 익스텐션,삼두,상체근력운동,6,머리 위로 삼두근을 운동,
체어 딥스,삼두,상체근력운동,6.5,의자를 이용한 체중 기반 삼두 운동,
월 푸쉬 업,삼두,상체근력운동,4,벽을 이용한 초급 삼두 운동,
암 크로스오버,삼두,상체근력운동,5,팔을 교차시키며 삼두근을 운동,
스탠딩 엘보우 클랩,삼두,상체근력운동,5,팔꿈치를 움직이며 삼두근 운동,
스탠딩 엘보우 터치,삼두,상체근력운동,5,팔꿈치를 터치하며 삼두근을 강화,
써클 암,삼두,유연성및스트레칭운동,3.5,팔 근육을 부드럽게 스트레칭,
숄더 익스터널 앤 인터널 로테이션,삼두,유연성및스트레칭운동,4,어깨와 삼두근을 부드럽게 스트레칭,
프레이어 푸쉬,삼두,상체근력운동,5,기도 자세에서 삼두근 운동,
스트레이트 암 덤벨 킥백,삼두,상체근력운동,5.5,팔을 뒤로 뻗어 삼두근을 강화,
오버헤드 덤벨 트라이셉스 익스텐션,삼두,상체근력운동,6,덤벨을 이용한 머리 위 삼두 운동,
밴드 트라이셉 푸쉬다운,삼두,상체근력운동,5,밴드를 이용한 삼두근 푸쉬다운,
밴드 트라이셉 킥백,삼두,상체근력운동,4.5,밴드로 팔을 뒤로 차며 삼두근 운동,
인클라인 바벨 트라이셉 익스텐션,삼두,상체근력운동,7,경사에서 바벨을 이용해 삼두 운동,
인클라인 이지바 트라이셉 익스텐션,삼두,상체근력운동,6.5,경사에서 이지바를 이용한 삼두 운동,
인클라인 라잉 트라이셉 익스텐션(덤벨),삼두,상체근력운동,6,경사에서 덤벨을 이용해 삼두근 강화,
덤벨 킥백,삼두,상체근력운동,5.5,덤벨을 이용해 팔을 뒤로 차며 운동,
해머 스트렝스 트라이셉 익스텐션,삼두,상체근력운동,6,해머 스트렝스 기계를 이용한 삼두 운동,
해머 스트렝스 원 암 트라이셉 익스텐션,삼두,상체근력운동,5.5,해머 스트렝스를 이용해 독립적인 삼두 운동,
오버헤드 트라이셉 익스텐션 머신,삼두,상체근력운동,6.5,머신을 이용해 머리 위 삼두 운동,
JM 프레스,삼두,상체근력운동,7,고중량 삼두근 운동으로 팔 힘 증가,
덤벨 제이엠 프레스,삼두,상체근력운동,6,덤벨을 이용한 제이엠 프레스,
스피드 풀,삼두,상체근력운동,6,빠르게 당기는 동작으로 삼두 운동,
덤벨 테이트 프레스,삼두,상체근력운동,6.5,덤벨로 팔을 굽혀 삼두근 강화,
트라이셉 프레스 머신,삼두,상체근력운동,6.5,머신을 이용한 삼두근 프레스,
케이블 리버스 푸쉬다운,삼두,상체근력운동,6,케이블로 삼두근을 역으로 당기는 운동,
케이블 크로스 트라이셉스 익스텐션,삼두,상체근력운동,6,케이블을 교차시키며 삼두근 운동,
V bar 케이블 푸쉬다운,삼두,상체근력운동,6.5,V 바를 이용해 삼두근 푸쉬다운,
디클라인 클로즈 그립 스미스 벤치 프레스,삼두,상체근력운동,7.5,경사에서 좁은 그립으로 삼두근 운동,
싸이클,유산소,유산소운동,8,전신의 심폐지구력을 높이는 유산소운동,
엘립티컬 머신,유산소,유산소운동,8.5,전신 운동을 돕는 기계로 유산소 및 근력 강화,
트레드밀 러닝,유산소,유산소운동,10,실내에서 달리기를 할 수 있는 대표적인 유산소운동,
러닝,유산소,유산소운동,10.5,야외에서 달리기로 체력을 증진,
버피,유산소,전신강화운동,12,전신 근력을 강화하고 심박수를 높이는 운동,
점핑 잭,유산소,유산소운동,7.5,심박수를 올리고 칼로리를 소모하는 점프 운동,
줄넘기,유산소,유산소운동,9,심폐지구력 향상과 칼로리 소모에 효과적,
로잉 머신,유산소,유산소운동,8.5,노 젓기 동작으로 전신을 사용하는 유산소운동,
스텝 머신,유산소,유산소운동,8,실내에서 계단 오르기 동작을 흉내내는 운동,
인클라인 트레드밀 러닝,유산소,유산소운동,10.5,오르막 달리기로 체력을 강화,
스텝 밀,유산소,유산소운동,8.5,계단 오르기를 통해 다리 근력을 키우는 운동,
스쿼트 버피,유산소,전신강화운동,12.5,스쿼트와 버피를 결합한 고강도 운동,
크리스 크로스 엘보우 투 니,유산소,코어강화운동,8,코어를 자극하는 유산소 및 근력 운동,
터치다운,유산소,유산소운동,7.8,심박수를 높이며 민첩성을 키우는 운동,
크리스 크로스 잭,유산소,유산소운동,8,교차 점프를 통해 심폐지구력을 향상,
크리스 크로스 점프,유산소,유산소운동,8.2,교차 점프 동작으로 민첩성을 강화,
하이 니 스킵스,유산소,유산소운동,8.5,무릎을 높이 올리며 달리는 운동,
잭 스텝,유산소,유산소운동,7,유산소 능력을 향상시키는 동작,
로우 런지 트위스트,유산소,유연성및스트레칭운동,6,런지와 함께 몸통을 비틀어 스트레칭,
사이드 킥 버피,유산소,전신강화운동,11,버피 동작에 킥을 더한 고강도 운동,
슬로우 버피,유산소,유산소운동,8,버피의 속도를 줄여 유산소와 근력을 동시에,
온몸 찢기,유산소,유연성및스트레칭운동,5,전신을 늘려 유연성을 향상,
트위스트 니 쓰러스트,유산소,코어강화운동,7.5,코어를 타겟으로 하는 트위스트 동작,
제자리 걸음,유산소,유산소운동,5,심박수를 천천히 올리는 기본 동작,
제자리 뛰기,유산소,유산소운동,7,실내에서 달리기 동작을 흉내내는 운동,
무동력 트레드밀,유산소,유산소운동,8.5,동력을 사용하지 않는 트레드밀에서의 러닝,
좌식 싸이클,유산소,유산소운동,6.5,앉아서 하는 자전거 운동,
경보,유산소,유산소운동,5.5,빠르게 걷기를 통해 심폐지구력 강화,
걷기,유산소,유산소운동,5,심박수를 천천히 올리며 체력을 증진,
벤치 스텝업,유산소,하체근력운동,8,벤치에 올라가는 동작으로 다리 근력을 강화,
스텝업 스텝 박스,유산소,유산소운동,8.2,스텝 박스를 활용한 유산소 및 하체 운동,
줄넘기 2단 뛰기,유산소,유산소운동,10,심박수를 크게 올리는 줄넘기 변형 동작,
스플릿 점프 박스,유산소,유산소운동,8.5,박스를 사용하여 점프하며 유산소 및 근력 강화,
추천 유산소운동,유산소,유산소운동,7,심폐지구력 향상을 위한 추천 운동,
스텝퍼,유산소,유산소운동,8,스텝퍼 기구를 사용하여 다리와 심폐 능력 강화,
훌라후프,유산소,유산소운동,6.5,허리 근육과 유산소 능력을 동시에 강화,
사이드 마운틴 클라이머,유산소,코어강화운동,8,옆으로 비틀며 코어를 자극하는 동작,
힐터치 사이드 킥 스쿼트,유산소,유산소운동,8,힐 터치와 킥 동작으로 유산소 및 하체 강화,
베이직 토 터치,유산소,유산소운동,6.5,기본적인 발끝 터치 동작으로 스트레칭 효과,
앵클 터치,유산소,유산소운동,6.8,발목을 터치하며 몸의 유연성을 증가시키는 동작,
스쿼트 오버헤드 프레스,유산소,전신강화운동,10.5,스쿼트와 함께 오버헤드 프레스를 수행,
니 쓰러스트,유산소,유산소운동,8.2,무릎을 높이 올리는 동작으로 하체와 코어 강화,
우드쵸퍼,유산소,코어강화운동,7.5,나무를 찍는 동작으로 코어 근육을 자극,
버트 킥 로우,유산소,유산소운동,7.8,힙을 자극하며 칼로리를 소모하는 동작,
암워킹 마운틴 클라이머,유산소,유산소운동,9,마운틴 클라이머 변형으로 상체와 유산소 강화,
레그 프론트 리프트 잭,유산소,유산소운동,8.5,다리를 앞쪽으로 들어올리며 심폐 지구력 향상,
런지 레그 리프트,유산소,하체근력운동,9,런지 동작과 함께 다리 들어올리기 수행,
스케이터 홉 탭,유산소,유산소운동,8,스케이팅 동작을 흉내내며 하체를 자극,
계단 오르기,유산소,유산소운동,8.5,계단 오르기 동작으로 심폐능력 향상,
하늘 자전거,유산소,코어강화운동,7.2,누운 상태에서 다리로 자전거를 타는 동작,
배틀 로프,유산소,전신강화운동,10,로프를 사용하여 전신 근육을 자극,
스키 에르그,유산소,유산소운동,9.5,스키 동작을 흉내내는 기구를 사용,
에어 바이크,유산소,유산소운동,9,팔과 다리를 동시에 사용하는 실내 자전거 운동,
스텝박스 마운틴 클라이머,유산소,유산소운동,8.5,스텝박스를 활용한 마운틴 클라이머 변형,
데빌 프레스,유산소,전신강화운동,11,버피와 덤벨을 결합한 고강도 운동,
마이마운틴,유산소,유산소운동,9,산을 오르는 동작을 통해 하체 근육 강화,
아크트레이너,유산소,유산소운동,8.5,아크 동작을 수행하는 기계 운동,
제이콥스 래더,유산소,유산소운동,9.5,사다리를 오르는 동작으로 심폐 능력 강화,
샌드백 클린,유산소,전신강화운동,10.5,샌드백을 들어올리며 전신 근육을 자극,
불가리안백 스핀,유산소,전신강화운동,9,불가리안 백을 사용하여 회전 동작 수행,
웜업 싸이클,유산소,유산소운동,6,운동 전 심박수를 높이는 자전거 운동,
웜업 엘립티컬 머신,유산소,유산소운동,6.2,운동 전 몸을 풀어주는 가벼운 엘립티컬 동작,
웜업 트레드밀 러닝,유산소,유산소운동,6.5,운동 전 트레드밀을 활용한 가벼운 달리기,
웜업 로잉 머신,유산소,유산소운동,6.8,운동 전 몸을 풀기 위한 가벼운 로잉 동작,
웜업 스텝 머신,유산소,유산소운동,6.5,운동 전 심박수를 올리는 스텝 머신 동작,
웜업 인클라인 트레드밀 러닝,유산소,유산소운동,7,운동 전 가벼운 오르막 달리기로 준비,
웜업 스텝 밀,유산소,유산소운동,6.8,운동 전 스텝 밀로 심박수를 올리는 동작,
웜업 무동력 트레드밀,유산소,유산소운동,7,운동 전 무동력 트레드밀에서 걷기,
웜업 좌식 싸이클,유산소,유산소운동,6,운동 전 좌식 싸이클로 심박수를 올리는 동작,
랜드마인 로테이션,유산소,코어강화운동,7.5,랜드마인 기구를 사용하여 코어를 강화,
